DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE

STN      = stationsnummer/stationnumber
YYYYMMDD = datum/date (YYYY=jaar/year MM=maand/month DD=dag/day)
RD       = 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag/
           daily precipitation amount in 0.1 mm over the period 08.00 preceding day - 08.00 UTC present day
SX       = codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC:

           codecijfer/code    sneeuwdikte/snow cover
           1                                    1 cm
           ...                                   ...
           996                                996 cm

           997 gebroken sneeuwdek/broken snow cover < 1 cm
           998 gebroken sneeuwdek/broken snow cover >=1 cm
           999 sneeuwhopen/snow dunes

5 spaties betekent een ontbrekende waarde/5 spaces represents a missing value

STN,YYYYMMDD,   RD,   SX,
913,20040619,    4,    0,
913,20040620,   30,    0,
913,20040621,   48,    0,
913,20040622,   14,    0,
913,20040623,   11,    0,
913,20040624,   46,    0,
913,20040625,   14,    0,
913,20040626,    0,    0,
913,20040627,   48,    0,
913,20040628,    0,    0,
913,20040629,    0,    0,
913,20040630,    0,    0,
913,20040701,    0,    0,
913,20040702,   20,    0,
913,20040703,   48,    0,
913,20040704,   38,    0,
913,20040705,   57,    0,
913,20040706,    6,    0,
913,20040707,    0,    0,
913,20040708,  111,    0,
913,20040709,   74,    0,
913,20040710,   84,    0,
913,20040711,    0,    0,
913,20040712,   14,    0,
913,20040713,   34,    0,
913,20040714,    0,    0,
913,20040715,   10,    0,
913,20040716,    7,    0,
913,20040717,    0,    0,
913,20040718,  140,    0,
913,20040719,   26,    0,
913,20040720,   69,    0,
913,20040721,  132,    0,
913,20040722,    0,    0,
913,20040723,  100,    0,
913,20040724,    0,    0,
913,20040725,    0,    0,
913,20040726,   58,    0,
913,20040727,  102,    0,
913,20040728,    0,    0,
913,20040729,    0,    0,
913,20040730,    0,    0,
913,20040731,   16,    0,
913,20040801,    0,    0,
913,20040802,    0,    0,
913,20040803,    0,    0,
913,20040804,    0,    0,
913,20040805,    0,    0,
913,20040806,    0,    0,
913,20040807,    0,    0,
913,20040808,    0,    0,
913,20040809,    0,    0,
913,20040810,    0,    0,
913,20040811,  160,    0,
913,20040812,   40,    0,
913,20040813,   35,    0,
913,20040814,  145,    0,
913,20040815,    0,    0,
913,20040816,    9,    0,
913,20040817,    0,    0,
913,20040818,    7,    0,
913,20040819,  149,    0,
913,20040820,  121,    0,
913,20040821,   15,    0,
913,20040822,    6,    0,
913,20040823,    0,    0,
913,20040824,    0,    0,
913,20040825,   54,    0,
913,20040826,   49,    0,
913,20040827,   22,    0,
913,20040828,  109,    0,
913,20040829,    0,    0,
913,20040830,    0,    0,
913,20040831,   74,    0,
913,20040901,    9,    0,
913,20040902,    0,    0,
913,20040903,    0,    0,
913,20040904,    0,    0,
913,20040905,    0,    0,
913,20040906,    0,    0,
913,20040907,    0,    0,
913,20040908,    0,    0,
913,20040909,    0,    0,
913,20040910,    0,    0,
913,20040911,   60,    0,
913,20040912,   90,    0,
913,20040913,    0,    0,
913,20040914,   88,    0,
913,20040915,   11,    0,
913,20040916,   39,    0,
913,20040917,    0,    0,
913,20040918,    0,    0,
913,20040919,   47,    0,
913,20040920,    0,    0,
913,20040921,   17,    0,
913,20040922,    3,    0,
913,20040923,  357,    0,
913,20040924,   50,    0,
913,20040925,   73,    0,
913,20040926,    7,    0,
913,20040927,    8,    0,
913,20040928,    0,    0,
913,20040929,   36,    0,
913,20040930,    8,    0,
913,20041001,    4,    0,
913,20041002,   27,    0,
913,20041003,    0,    0,
913,20041004,    4,    0,
913,20041005,    1,    0,
913,20041006,   10,    0,
913,20041007,    0,    0,
913,20041008,    0,    0,
913,20041009,    0,    0,
913,20041010,    0,    0,
913,20041011,    0,    0,
913,20041012,    0,    0,
913,20041013,    0,    0,
913,20041014,   20,    0,
913,20041015,    7,    0,
913,20041016,   20,    0,
913,20041017,   47,    0,
913,20041018,   17,    0,
913,20041019,   18,    0,
913,20041020,    4,    0,
913,20041021,  144,    0,
913,20041022,    0,    0,
913,20041023,    3,    0,
913,20041024,    3,    0,
913,20041025,    1,    0,
913,20041026,    0,    0,
913,20041027,    0,    0,
913,20041028,   34,    0,
913,20041029,   10,    0,
913,20041030,   74,    0,
913,20041031,    3,    0,
913,20041101,    0,    0,
913,20041102,    0,    0,
913,20041103,   22,    0,
913,20041104,    0,    0,
913,20041105,    0,    0,
913,20041106,   13,    0,
913,20041107,   35,    0,
913,20041108,    0,    0,
913,20041109,    0,    0,
913,20041110,  110,    0,
913,20041111,   34,    0,
913,20041112,    0,    0,
913,20041113,   25,    0,
913,20041114,    0,    0,
913,20041115,    0,    0,
913,20041116,    0,    0,
913,20041117,    6,    0,
913,20041118,  185,    0,
913,20041119,  275,  998,
913,20041120,   61,    0,
913,20041121,   63,    0,
913,20041122,   35,    0,
913,20041123,    8,    0,
913,20041124,    0,    0,
913,20041125,    0,    0,
913,20041126,    0,    0,
913,20041127,   30,    0,
913,20041128,    4,    0,
913,20041129,   50,    0,
913,20041130,    0,    0,
913,20041201,    2,    0,
913,20041202,   64,    0,
913,20041203,    1,    0,
913,20041204,    2,    0,
913,20041205,    1,    0,
913,20041206,    2,    0,
913,20041207,    0,    0,
913,20041208,    0,    0,
913,20041209,    0,    0,
913,20041210,    0,    0,
913,20041211,    3,    0,
913,20041212,    0,    0,
913,20041213,    0,    0,
913,20041214,    0,    0,
913,20041215,    0,    0,
913,20041216,    0,    0,
913,20041217,   11,    0,
913,20041218,  162,    0,
913,20041219,   22,    0,
913,20041220,    0,    0,
913,20041221,    0,    0,
913,20041222,    0,    0,
913,20041223,   49,    0,
913,20041224,    0,    0,
913,20041225,  171,    0,
913,20041226,    0,    0,
913,20041227,    0,    0,
913,20041228,    2,  997,
913,20041229,  113,  998,
913,20041230,    0,    0,
913,20041231,    0,    0,
913,20050101,   22,    0,
913,20050102,   23,    0,
913,20050103,    0,    0,
913,20050104,    2,    0,
913,20050105,    2,    0,
913,20050106,   21,    0,
913,20050107,    0,    0,
913,20050108,    0,    0,
913,20050109,    5,    0,
913,20050110,    0,    0,
913,20050111,   18,    0,
913,20050112,    8,    0,
913,20050113,    0,    0,
913,20050114,    0,    0,
913,20050115,    0,    0,
913,20050116,    0,    0,
913,20050117,    3,    0,
913,20050118,   96,    0,
913,20050119,   81,    0,
913,20050120,    6,    0,
913,20050121,  118,    0,
913,20050122,   26,    0,
913,20050123,   10,    0,
913,20050124,   29,    2,
913,20050125,   13,    2,
913,20050126,    0,    2,
913,20050127,    0,    1,
913,20050128,    0,  998,
913,20050129,    0,    0,
913,20050130,    9,    0,
913,20050131,   34,    0,
913,20050201,   53,    0,
913,20050202,    9,    0,
913,20050203,   22,    0,
913,20050204,    0,    0,
913,20050205,    0,    0,
913,20050206,    0,    0,
913,20050207,    0,    0,
913,20050208,    0,    0,
913,20050209,    0,    0,
913,20050210,   19,    0,
913,20050211,  295,    0,
913,20050212,   72,    0,
913,20050213,  226,    0,
913,20050214,   64,    0,
913,20050215,   40,    0,
913,20050216,    0,    0,
913,20050217,    0,    0,
913,20050218,    0,    0,
913,20050219,   34,    0,
913,20050220,   22,    0,
913,20050221,   38,    2,
913,20050222,    0,    1,
913,20050223,    0,    0,
913,20050224,   12,    1,
913,20050225,    0,    0,
913,20050226,    0,    0,
913,20050227,    7,    0,
913,20050228,    0,    0,
913,20050301,    0,    0,
913,20050302,    0,    0,
913,20050303,    8,    1,
913,20050304,    0,    0,
913,20050305,   21,    2,
913,20050306,    0,  998,
913,20050307,   26,  998,
913,20050308,   17,    0,
913,20050309,   22,    0,
913,20050310,    0,    0,
913,20050311,    0,    0,
913,20050312,   83,    0,
913,20050313,   42,    0,
913,20050314,    0,    0,
913,20050315,    0,    0,
913,20050316,    0,    0,
913,20050317,    0,    0,
913,20050318,    0,    0,
913,20050319,    0,    0,
913,20050320,    7,    0,
913,20050321,    0,    0,
913,20050322,    0,    0,
913,20050323,   21,    0,
913,20050324,    0,    0,
913,20050325,   42,    0,
913,20050326,    0,    0,
913,20050327,    2,    0,
913,20050328,    0,    0,
913,20050329,    0,    0,
913,20050330,    4,    0,
913,20050331,  127,    0,
913,20050401,    0,    0,
913,20050402,    0,    0,
913,20050403,    0,    0,
913,20050404,    0,    0,
913,20050405,   22,    0,
913,20050406,    0,    0,
913,20050407,   44,    0,
913,20050408,   19,    0,
913,20050409,   11,    0,
913,20050410,   38,    0,
913,20050411,    9,    0,
913,20050412,    0,    0,
913,20050413,    0,    0,
913,20050414,    2,    0,
913,20050415,    0,    0,
913,20050416,   77,    0,
913,20050417,    2,    0,
913,20050418,    0,    0,
913,20050419,    0,    0,
913,20050420,  144,    0,
913,20050421,   26,    0,
913,20050422,    0,    0,
913,20050423,    0,    0,
913,20050424,    0,    0,
913,20050425,    0,    0,
913,20050426,    0,    0,
913,20050427,   39,    0,
913,20050428,   32,    0,
913,20050429,  109,    0,
913,20050430,    0,    0,
913,20050501,    0,    0,
913,20050502,    0,    0,
913,20050503,   31,    0,
913,20050504,   20,    0,
913,20050505,   25,    0,
913,20050506,   30,    0,
913,20050507,   24,    0,
913,20050508,    7,    0,
913,20050509,    7,    0,
913,20050510,   17,    0,
913,20050511,   10,    0,
913,20050512,    0,    0,
913,20050513,    0,    0,
913,20050514,    0,    0,
913,20050515,   27,    0,
913,20050516,    6,    0,
913,20050517,    9,    0,
913,20050518,    0,    0,
913,20050519,    0,    0,
913,20050520,   48,    0,
913,20050521,   81,    0,
913,20050522,    4,    0,
913,20050523,    0,    0,
913,20050524,    0,    0,
913,20050525,    0,    0,
913,20050526,    0,    0,
913,20050527,    0,    0,
913,20050528,    0,    0,
913,20050529,    0,    0,
913,20050530,   10,    0,
913,20050531,   20,    0,
913,20050601,   41,    0,
913,20050602,    0,    0,
913,20050603,    0,    0,
913,20050604,    2,    0,
913,20050605,   62,    0,
913,20050606,   24,    0,
913,20050607,    0,    0,
913,20050608,    0,    0,
913,20050609,    0,    0,
913,20050610,    0,    0,
913,20050611,    0,    0,
913,20050612,    0,    0,
913,20050613,   10,    0,
913,20050614,    0,    0,
913,20050615,    0,    0,
913,20050616,    0,    0,
913,20050617,    0,    0,
913,20050618,    1,    0,
913,20050619,    0,    0,
913,20050620,    0,    0,
913,20050621,    0,    0,
913,20050622,    0,    0,
913,20050623,    0,    0,
913,20050624,    0,    0,
913,20050625,    1,    0,
913,20050626,    0,    0,
913,20050627,    0,    0,
913,20050628,    0,    0,
913,20050629,   78,    0,
913,20050630,  140,    0,
913,20050701,   34,    0,
913,20050702,    0,    0,
913,20050703,    3,    0,
913,20050704,    0,    0,
913,20050705,  110,    0,
913,20050706,   60,    0,
913,20050707,   78,    0,
913,20050708,    2,    0,
913,20050709,   30,    0,
913,20050710,    0,    0,
913,20050711,    0,    0,
913,20050712,    0,    0,
913,20050713,    0,    0,
913,20050714,    0,    0,
913,20050715,    0,    0,
913,20050716,    0,    0,
913,20050717,    0,    0,
913,20050718,    0,    0,
913,20050719,    2,    0,
913,20050720,    0,    0,
913,20050721,   65,    0,
913,20050722,    7,    0,
913,20050723,    3,    0,
913,20050724,    0,    0,
913,20050725,   42,    0,
913,20050726,   39,    0,
913,20050727,   10,    0,
913,20050728,   73,    0,
913,20050729,    5,    0,
913,20050730,  145,    0,
913,20050731,   21,    0,
913,20050801,   77,    0,
913,20050802,    0,    0,
913,20050803,    0,    0,
913,20050804,  128,    0,
913,20050805,    0,    0,
913,20050806,   28,    0,
913,20050807,   61,    0,
913,20050808,   41,    0,
913,20050809,   11,    0,
913,20050810,    0,    0,
913,20050811,    0,    0,
913,20050812,   77,    0,
913,20050813,   34,    0,
913,20050814,  180,    0,
913,20050815,   40,    0,
913,20050816,    0,    0,
913,20050817,    0,    0,
913,20050818,    0,    0,
913,20050819,    0,    0,
913,20050820,    7,    0,
913,20050821,    0,    0,
913,20050822,    0,    0,
913,20050823,    0,    0,
913,20050824,   23,    0,
913,20050825,   61,    0,
913,20050826,   40,    0,
913,20050827,    1,    0,
913,20050828,    0,    0,
913,20050829,    0,    0,
913,20050830,    0,    0,
913,20050831,    0,    0,
913,20050901,    0,    0,
913,20050902,    0,    0,
913,20050903,    0,    0,
913,20050904,    0,    0,
913,20050905,    0,    0,
913,20050906,    0,    0,
913,20050907,    0,    0,
913,20050908,    0,    0,
913,20050909,    0,    0,
913,20050910,   10,    0,
913,20050911,    1,    0,
913,20050912,    1,    0,
913,20050913,    0,    0,
913,20050914,    0,    0,
913,20050915,    7,    0,
913,20050916,  143,    0,
913,20050917,    1,    0,
913,20050918,    0,    0,
913,20050919,    0,    0,
913,20050920,    0,    0,
913,20050921,    0,    0,
913,20050922,    0,    0,
913,20050923,    0,    0,
913,20050924,    1,    0,
913,20050925,   14,    0,
913,20050926,    1,    0,
913,20050927,    0,    0,
913,20050928,   21,    0,
913,20050929,   65,    0,
913,20050930,   26,    0,
913,20051001,   70,    0,
913,20051002,   10,    0,
913,20051003,    0,    0,
913,20051004,    0,    0,
913,20051005,    0,    0,
913,20051006,    1,    0,
913,20051007,    1,    0,
913,20051008,    1,    0,
913,20051009,    2,    0,
913,20051010,    1,    0,
913,20051011,    0,    0,
913,20051012,    0,    0,
913,20051013,    0,    0,
913,20051014,    0,    0,
913,20051015,    0,    0,
913,20051016,    0,    0,
913,20051017,    0,    0,
913,20051018,    0,    0,
913,20051019,   10,    0,
913,20051020,   42,    0,
913,20051021,    6,    0,
913,20051022,   68,    0,
913,20051023,   65,    0,
913,20051024,   66,    0,
913,20051025,   75,    0,
913,20051026,   55,    0,
913,20051027,    2,    0,
913,20051028,    0,    0,
913,20051029,    0,    0,
913,20051030,    0,    0,
913,20051031,    0,    0,
913,20051101,    0,    0,
913,20051102,   17,    0,
913,20051103,   38,    0,
913,20051104,    0,    0,
913,20051105,    5,    0,
913,20051106,    0,    0,
913,20051107,   36,    0,
913,20051108,   11,    0,
913,20051109,    0,    0,
913,20051110,    2,    0,
913,20051111,    4,    0,
913,20051112,    2,    0,
913,20051113,    0,    0,
913,20051114,    0,    0,
913,20051115,   20,    0,
913,20051116,   53,    0,
913,20051117,   22,    0,
913,20051118,   11,    0,
913,20051119,    1,    0,
913,20051120,    2,    0,
913,20051121,    1,    0,
913,20051122,    1,    0,
913,20051123,    1,    0,
913,20051124,    7,    0,
913,20051125,  130,    3,
913,20051126,  170,    4,
913,20051127,   65,    4,
913,20051128,    5,  998,
913,20051129,    7,  998,
913,20051130,    2,    0,
913,20051201,    0,    0,
913,20051202,    0,    0,
913,20051203,    3,    0,
913,20051204,   16,    0,
913,20051205,   27,    0,
913,20051206,    3,    0,
913,20051207,    6,    0,
913,20051208,    3,    0,
913,20051209,    0,    0,
913,20051210,    0,    0,
913,20051211,    0,    0,
913,20051212,    1,    0,
913,20051213,    1,    0,
913,20051214,    5,    0,
913,20051215,    1,    0,
913,20051216,  100,    0,
913,20051217,   18,    0,
913,20051218,    2,    0,
913,20051219,   28,    0,
913,20051220,   25,    0,
913,20051221,    1,    0,
913,20051222,   26,    0,
913,20051223,   43,    0,
913,20051224,    1,    0,
913,20051225,    5,    0,
913,20051226,    2,    0,
913,20051227,   12,    0,
913,20051228,   21,    2,
913,20051229,    4,    1,
913,20051230,    0,    1,
913,20051231,   55,  998,
913,20060101,   17,    0,
913,20060102,    0,    0,
913,20060103,    0,    0,
913,20060104,    1,    0,
913,20060105,    0,    0,
913,20060106,    0,    0,
913,20060107,    0,    0,
913,20060108,    0,    0,
913,20060109,    0,    0,
913,20060110,    0,    0,
913,20060111,    1,    0,
913,20060112,   42,    0,
913,20060113,    2,    0,
913,20060114,    0,    0,
913,20060115,    0,    0,
913,20060116,    0,    0,
913,20060117,   12,    0,
913,20060118,   70,    0,
913,20060119,    3,    0,
913,20060120,   10,    0,
913,20060121,   30,    0,
913,20060122,   17,    0,
913,20060123,    0,    0,
913,20060124,    0,    0,
913,20060125,    0,    0,
913,20060126,    9,    0,
913,20060127,    0,    0,
913,20060128,    0,    0,
913,20060129,    0,    0,
913,20060130,    0,    0,
913,20060131,    0,    0,
913,20060201,    0,    0,
913,20060202,    0,    0,
913,20060203,    0,    0,
913,20060204,    2,    0,
913,20060205,    5,    0,
913,20060206,   22,    0,
913,20060207,    6,    0,
913,20060208,   90,    0,
913,20060209,   35,    0,
913,20060210,    6,    0,
913,20060211,    0,    0,
913,20060212,    0,    0,
913,20060213,    7,    0,
913,20060214,    3,    0,
913,20060215,   52,    0,
913,20060216,   71,    0,
913,20060217,  129,    0,
913,20060218,  117,    0,
913,20060219,   14,    0,
913,20060220,   91,    0,
913,20060221,  128,    0,
913,20060222,    9,    0,
913,20060223,    0,    0,
913,20060224,    0,    0,
913,20060225,    0,    0,
913,20060226,    0,    0,
913,20060227,    0,    0,
913,20060228,   47,    0,
913,20060301,   43,    1,
913,20060302,   17,    0,
913,20060303,    1,    0,
913,20060304,    0,    0,
913,20060305,    0,    0,
913,20060306,   11,  997,
913,20060307,   16,  997,
913,20060308,    0,    0,
913,20060309,  235,    0,
913,20060310,   18,    0,
913,20060311,   22,    0,
913,20060312,    2,    0,
913,20060313,    0,    0,
913,20060314,    0,    0,
913,20060315,    0,    0,
913,20060316,    0,    0,
913,20060317,    0,    0,
913,20060318,    0,    0,
913,20060319,    0,    0,
913,20060320,    0,    0,
913,20060321,    0,    0,
913,20060322,    0,    0,
913,20060323,    0,    0,
913,20060324,    0,    0,
913,20060325,   68,    0,
913,20060326,  100,    0,
913,20060327,   18,    0,
913,20060328,   73,    0,
913,20060329,   10,    0,
913,20060330,  104,    0,
913,20060331,   26,    0,
913,20060401,   24,    0,
913,20060402,   62,    0,
913,20060403,   43,    0,
913,20060404,    6,    0,
913,20060405,    0,    0,
913,20060406,    0,    0,
913,20060407,    0,    0,
913,20060408,    5,    0,
913,20060409,   28,    0,
913,20060410,    0,    0,
913,20060411,    0,    0,
913,20060412,   34,    0,
913,20060413,    6,    0,
913,20060414,   54,    0,
913,20060415,    1,    0,
913,20060416,   34,    0,
913,20060417,    0,    0,
913,20060418,    0,    0,
913,20060419,    0,    0,
913,20060420,    0,    0,
913,20060421,    0,    0,
913,20060422,    1,    0,
913,20060423,    0,    0,
913,20060424,    0,    0,
913,20060425,    0,    0,
913,20060426,    1,    0,
913,20060427,    7,    0,
913,20060428,    0,    0,
913,20060429,    1,    0,
913,20060430,   24,    0,
913,20060501,    0,    0,
913,20060502,   45,    0,
913,20060503,    0,    0,
913,20060504,    0,    0,
913,20060505,    0,    0,
913,20060506,    0,    0,
913,20060507,    0,    0,
913,20060508,    0,    0,
913,20060509,    0,    0,
913,20060510,    0,    0,
913,20060511,    0,    0,
913,20060512,    0,    0,
913,20060513,    0,    0,
913,20060514,    0,    0,
913,20060515,    0,    0,
913,20060516,    0,    0,
913,20060517,  146,    0,
913,20060518,   48,    0,
913,20060519,   44,    0,
913,20060520,   55,    0,
913,20060521,  188,    0,
913,20060522,   87,    0,
913,20060523,   33,    0,
913,20060524,   12,    0,
913,20060525,  125,    0,
913,20060526,    5,    0,
913,20060527,  184,    0,
913,20060528,  116,    0,
913,20060529,    1,    0,
913,20060530,   26,    0,
913,20060531,   11,    0,
913,20060601,    0,    0,
913,20060602,    3,    0,
913,20060603,    0,    0,
913,20060604,    0,    0,
913,20060605,    0,    0,
913,20060606,    0,    0,
913,20060607,    0,    0,
913,20060608,    0,    0,
913,20060609,    0,    0,
913,20060610,    0,    0,
913,20060611,    0,    0,
913,20060612,    0,    0,
913,20060613,    0,    0,
913,20060614,   60,    0,
913,20060615,  170,    0,
913,20060616,    0,    0,
913,20060617,    0,    0,
913,20060618,    0,    0,
913,20060619,   90,    0,
913,20060620,    0,    0,
913,20060621,    0,    0,
913,20060622,    7,    0,
913,20060623,    0,    0,
913,20060624,    0,    0,
913,20060625,    0,    0,
913,20060626,   26,    0,
913,20060627,    0,    0,
913,20060628,    0,    0,
913,20060629,    0,    0,
913,20060630,    0,    0,
913,20060701,    0,    0,
913,20060702,    0,    0,
913,20060703,    0,    0,
913,20060704,    0,    0,
913,20060705,    0,    0,
913,20060706,   16,    0,
913,20060707,    5,    0,
913,20060708,    9,    0,
913,20060709,   12,    0,
913,20060710,    0,    0,
913,20060711,    1,    0,
913,20060712,    0,    0,
913,20060713,    0,    0,
913,20060714,    0,    0,
913,20060715,    0,    0,
913,20060716,    0,    0,
913,20060717,    0,    0,
913,20060718,    0,    0,
913,20060719,    0,    0,
913,20060720,    0,    0,
913,20060721,    0,    0,
913,20060722,    0,    0,
913,20060723,    3,    0,
913,20060724,    0,    0,
913,20060725,    0,    0,
913,20060726,    0,    0,
913,20060727,    0,    0,
913,20060728,    1,    0,
913,20060729,    1,    0,
913,20060730,    0,    0,
913,20060731,  130,    0,
913,20060801,    7,    0,
913,20060802,  138,    0,
913,20060803,   31,    0,
913,20060804,  100,    0,
913,20060805,    4,    0,
913,20060806,    0,    0,
913,20060807,    0,    0,
913,20060808,   24,    0,
913,20060809,    0,    0,
913,20060810,   26,    0,
913,20060811,   70,    0,
913,20060812,  120,    0,
913,20060813,   20,    0,
913,20060814,    3,    0,
913,20060815,   74,    0,
913,20060816,   50,    0,
913,20060817,    1,    0,
913,20060818,   13,    0,
913,20060819,    0,    0,
913,20060820,  105,    0,
913,20060821,   46,    0,
913,20060822,   53,    0,
913,20060823,    0,    0,
913,20060824,    0,    0,
913,20060825,  104,    0,
913,20060826,  118,    0,
913,20060827,   45,    0,
913,20060828,  153,    0,
913,20060829,   54,    0,
913,20060830,   50,    0,
913,20060831,   82,    0,
913,20060901,    1,    0,
913,20060902,    0,    0,
913,20060903,   13,    0,
913,20060904,   41,    0,
913,20060905,    0,    0,
913,20060906,    0,    0,
913,20060907,    0,    0,
913,20060908,    2,    0,
913,20060909,    0,    0,
913,20060910,    0,    0,
913,20060911,    0,    0,
913,20060912,    0,    0,
913,20060913,    0,    0,
913,20060914,    0,    0,
913,20060915,    0,    0,
913,20060916,    0,    0,
913,20060917,    0,    0,
913,20060918,    4,    0,
913,20060919,   21,    0,
913,20060920,   11,    0,
913,20060921,    0,    0,
913,20060922,    0,    0,
913,20060923,    0,    0,
913,20060924,    1,    0,
913,20060925,    0,    0,
913,20060926,    0,    0,
913,20060927,    4,    0,
913,20060928,    0,    0,
913,20060929,    0,    0,
913,20060930,    2,    0,
913,20061001,    1,    0,
913,20061002,   69,    0,
913,20061003,   13,    0,
913,20061004,   82,    0,
913,20061005,   93,    0,
913,20061006,   41,    0,
913,20061007,  112,    0,
913,20061008,    1,    0,
913,20061009,    0,    0,
913,20061010,  116,    0,
913,20061011,   71,    0,
913,20061012,    0,    0,
913,20061013,    0,    0,
913,20061014,    0,    0,
913,20061015,    0,    0,
913,20061016,    0,    0,
913,20061017,    0,    0,
913,20061018,    0,    0,
913,20061019,    4,    0,
913,20061020,    5,    0,
913,20061021,    4,    0,
913,20061022,    0,    0,
913,20061023,   52,    0,
913,20061024,  101,    0,
913,20061025,   70,    0,
913,20061026,    8,    0,
913,20061027,    0,    0,
913,20061028,    9,    0,
913,20061029,    9,    0,
913,20061030,    0,    0,
913,20061031,    0,    0,
913,20061101,   21,    0,
913,20061102,   11,    0,
913,20061103,    2,    0,
913,20061104,    1,    0,
913,20061105,    0,    0,
913,20061106,    0,    0,
913,20061107,    0,    0,
913,20061108,    0,    0,
913,20061109,   34,    0,
913,20061110,    0,    0,
913,20061111,   87,    0,
913,20061112,   75,    0,
913,20061113,   28,    0,
913,20061114,    7,    0,
913,20061115,   12,    0,
913,20061116,    0,    0,
913,20061117,   54,    0,
913,20061118,   13,    0,
913,20061119,   50,    0,
913,20061120,   47,    0,
913,20061121,  103,    0,
913,20061122,    7,    0,
913,20061123,   65,    0,
913,20061124,   77,    0,
913,20061125,   12,    0,
913,20061126,    0,    0,
913,20061127,    1,    0,
913,20061128,    0,    0,
913,20061129,   23,    0,
913,20061130,    0,    0,
913,20061201,    2,    0,
913,20061202,    0,    0,
913,20061203,    1,    0,
913,20061204,   55,    0,
913,20061205,   35,    0,
913,20061206,   59,    0,
913,20061207,    2,    0,
913,20061208,  100,    0,
913,20061209,  109,    0,
913,20061210,    1,    0,
913,20061211,   11,    0,
913,20061212,   83,    0,
913,20061213,   30,    0,
913,20061214,    0,    0,
913,20061215,    0,    0,
913,20061216,    0,    0,
913,20061217,   30,    0,
913,20061218,    3,    0,
913,20061219,    0,    0,
913,20061220,    1,    0,
913,20061221,    0,    0,
913,20061222,    0,    0,
913,20061223,    0,    0,
913,20061224,    0,    0,
913,20061225,    0,    0,
913,20061226,    0,    0,
913,20061227,    2,    0,
913,20061228,   36,    0,
913,20061229,    3,    0,
913,20061230,    4,    0,
913,20061231,   90,    0,
913,20070101,   26,    0,
913,20070102,   31,    0,
913,20070103,   68,    0,
913,20070104,   14,    0,
913,20070105,   20,    0,
913,20070106,   21,    0,
913,20070107,  118,    0,
913,20070108,    8,    0,
913,20070109,   21,    0,
913,20070110,    0,    0,
913,20070111,   55,    0,
913,20070112,  114,    0,
913,20070113,   29,    0,
913,20070114,   14,    0,
913,20070115,    0,    0,
913,20070116,   11,    0,
913,20070117,   15,    0,
913,20070118,  173,    0,
913,20070119,  135,    0,
913,20070120,    2,    0,
913,20070121,   54,    0,
913,20070122,  100,    0,
913,20070123,   10,    0,
913,20070124,    0,    0,
913,20070125,    0,    0,
913,20070126,    0,    0,
913,20070127,   10,    0,
913,20070128,    2,    0,
913,20070129,   39,    0,
913,20070130,    2,    0,
913,20070131,    0,    0,
913,20070201,    2,    0,
913,20070202,    2,    0,
913,20070203,    0,    0,
913,20070204,    0,    0,
913,20070205,    0,    0,
913,20070206,    9,    0,
913,20070207,    2,    0,
913,20070208,    0,    0,
913,20070209,   90,    0,
913,20070210,    1,    0,
913,20070211,   80,    0,
913,20070212,   90,    0,
913,20070213,   81,    0,
913,20070214,   19,    0,
913,20070215,   96,    0,
913,20070216,    0,    0,
913,20070217,    0,    0,
913,20070218,    0,    0,
913,20070219,    0,    0,
913,20070220,    0,    0,
913,20070221,    0,    0,
913,20070222,   32,    0,
913,20070223,    0,    0,
913,20070224,   27,    0,
913,20070225,  115,    0,
913,20070226,   50,    0,
913,20070227,   21,    0,
913,20070228,   93,    0,
913,20070301,  129,    0,
913,20070302,   27,    0,
913,20070303,   56,    0,
913,20070304,   20,    0,
913,20070305,   56,    0,
913,20070306,    9,    0,
913,20070307,   82,    0,
913,20070308,   13,    0,
913,20070309,    1,    0,
913,20070310,   62,    0,
913,20070311,    0,    0,
913,20070312,    0,    0,
913,20070313,    0,    0,
913,20070314,    0,    0,
913,20070315,    0,    0,
913,20070316,    0,    0,
913,20070317,    1,    0,
913,20070318,   21,    0,
913,20070319,   73,    0,
913,20070320,    0,    0,
913,20070321,    9,    0,
913,20070322,    3,    0,
913,20070323,    1,    0,
913,20070324,    1,    0,
913,20070325,    0,    0,
913,20070326,    0,    0,
913,20070327,    0,    0,
913,20070328,    0,    0,
913,20070329,   24,    0,
913,20070330,   22,    0,
913,20070331,    2,    0,
913,20070401,    0,    0,
913,20070402,    0,    0,
913,20070403,    0,    0,
913,20070404,    0,    0,
913,20070405,    0,    0,
913,20070406,    0,    0,
913,20070407,    0,    0,
913,20070408,    0,    0,
913,20070409,    0,    0,
913,20070410,    0,    0,
913,20070411,    0,    0,
913,20070412,    0,    0,
913,20070413,    0,    0,
913,20070414,    0,    0,
913,20070415,    0,    0,
913,20070416,    0,    0,
913,20070417,    0,    0,
